event_id,event_type,login,event_content,created_at
58493926,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-27T17:38:24+08:00
58493920,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-27T17:38:21+08:00
58493911,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T17:38:19+08:00
58480775,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T16:22:22+08:00
58480426,force_push_code,larrygld,强制推送 了代码,2021-10-27T16:22:11+08:00
58480435,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-27T16:20:36+08:00
58453294,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-27T12:56:39+08:00
58453292,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-27T12:56:38+08:00
58453291,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-27T12:56:37+08:00
58453289,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T12:56:36+08:00
58442203,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T11:01:35+08:00
58442199,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-27T11:01:34+08:00
58439959,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-27T10:48:22+08:00
58439951,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T10:48:20+08:00
58429918,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T09:44:37+08:00
58429914,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-27T09:44:36+08:00
58428393,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-27T09:34:06+08:00
58428384,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T09:34:02+08:00
58423325,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T08:44:32+08:00
58423320,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-27T08:44:29+08:00
58421767,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-27T00:51:55+08:00
58421766,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T00:51:55+08:00
58421398,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T00:03:54+08:00
58421397,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-27T00:03:53+08:00
58421163,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-26T23:48:59+08:00
58421162,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-26T23:48:58+08:00
58419284,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-26T22:40:28+08:00
58419283,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-26T22:40:27+08:00
58419260,force_push_code,larrygld,强制推送 了代码,2021-10-26T22:39:37+08:00
58419164,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-26T22:36:56+08:00
58419160,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-26T22:36:53+08:00
58419099,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-26T22:33:36+08:00
58419019,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-26T22:31:34+08:00
58419017,force_push_code,larrygld,强制推送 了代码,2021-10-26T22:31:32+08:00
58414194,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-26T20:48:40+08:00
58414175,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-26T20:48:32+08:00
58414170,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-26T20:48:29+08:00
58414169,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-26T20:48:28+08:00
58407136,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-26T19:06:48+08:00
58407132,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-26T19:06:46+08:00
58096224,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T21:24:59+08:00
58096219,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T21:24:52+08:00
58096215,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T21:24:48+08:00
58096214,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T21:24:47+08:00
58085254,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T18:39:29+08:00
58085147,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-21T18:38:45+08:00
58085138,,EJaven,关联了 mindspore/mindspore Issue I48OA6,2021-10-21T18:38:42+08:00
58085134,add_label,EJaven,"添加了      
        &nbsp;
        comp/operation
      
标签",2021-10-21T18:38:42+08:00
58085133,add_label,EJaven,"添加了      
        &nbsp;
        mindspore-assistant
      
标签",2021-10-21T18:38:42+08:00
58085132,add_label,EJaven,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-21T18:38:42+08:00
58512676,merged_pr,I-am-a-robot,合并了Pull Request（通过 API 合并）,2021-10-27T21:42:02+08:00
58512675,add_label,I-am-a-robot,"添加了      
        &nbsp;
        approved
      
标签",2021-10-27T21:41:59+08:00
58509156,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-27T20:22:44+08:00
58509153,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-27T20:22:42+08:00
58508543,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-27T20:11:49+08:00
58508541,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-27T20:11:47+08:00
58508538,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T20:11:44+08:00
58508540,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-27T20:08:31+08:00
58498323,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T18:06:45+08:00
58497808,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-27T18:03:15+08:00
58497807,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-27T18:03:14+08:00
58532925,merged_pr,I-am-a-robot,合并了Pull Request（通过 API 合并）,2021-10-28T10:32:34+08:00
58532919,add_label,I-am-a-robot,"添加了      
        &nbsp;
        approved
      
标签",2021-10-28T10:32:31+08:00
58529702,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-28T10:14:40+08:00
58529683,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-28T10:14:37+08:00
58529676,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-28T10:14:36+08:00
58529667,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-28T10:14:34+08:00
58523531,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-28T09:32:46+08:00
58523518,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-28T09:32:43+08:00
58094704,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-21T20:50:58+08:00
58094701,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-21T20:50:57+08:00
58021861,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T12:25:56+08:00
58021860,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T12:25:53+08:00
58021854,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T12:25:50+08:00
58021850,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T12:25:49+08:00
58017027,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-21T11:41:24+08:00
58007027,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-21T10:58:43+08:00
58007025,force_push_code,wang_shaocong,强制推送 了代码,2021-10-21T10:57:49+08:00
57895046,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-20T12:33:26+08:00
57895045,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-20T12:33:24+08:00
57895044,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-20T12:33:23+08:00
57895033,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T12:33:22+08:00
57889330,force_push_code,wang_shaocong,强制推送 了代码,2021-10-20T11:36:41+08:00
57889474,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-20T11:36:20+08:00
57889334,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-20T11:35:34+08:00
57889333,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-20T11:35:34+08:00
57889332,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        lgtm
      
标签",2021-10-20T11:35:34+08:00
57860541,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-20T09:08:53+08:00
57860537,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-20T09:08:52+08:00
57849241,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T21:05:25+08:00
57849237,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T21:05:21+08:00
57849234,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T21:05:20+08:00
57849233,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T21:05:19+08:00
57844513,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T19:56:25+08:00
57844407,force_push_code,wang_shaocong,强制推送 了代码,2021-10-19T19:55:26+08:00
57843637,force_push_code,wang_shaocong,强制推送 了代码,2021-10-19T19:47:49+08:00
57840644,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T19:12:14+08:00
57840641,force_push_code,wang_shaocong,强制推送 了代码,2021-10-19T19:11:22+08:00
57828255,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T17:43:23+08:00
57828238,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T17:43:17+08:00
57828233,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-19T17:43:17+08:00
57828232,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T17:43:16+08:00
57815336,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-19T16:38:18+08:00
57815181,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-19T16:37:31+08:00
57815180,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-19T16:37:31+08:00
57815171,,wang_shaocong,关联了 mindspore/mindspore Issue I4EI5F,2021-10-19T16:37:26+08:00
58543343,merged_pr,I-am-a-robot,合并了Pull Request（通过 API 合并）,2021-10-28T11:35:48+08:00
58543338,add_label,I-am-a-robot,"添加了      
        &nbsp;
        approved
      
标签",2021-10-28T11:35:45+08:00
58542070,,zhaosida_hw,关联了 mindspore/mindspore Issue I4FPA3,2021-10-28T11:28:10+08:00
58542068,update_description,zhaosida_hw,更新了说明,2021-10-28T11:28:10+08:00
58540910,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-10-28T11:21:35+08:00
58540902,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-10-28T11:21:33+08:00
58526761,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-28T09:54:54+08:00
58526754,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-28T09:54:49+08:00
58526753,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-10-28T09:54:48+08:00
58526752,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-28T09:54:47+08:00
58520591,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-28T09:09:37+08:00
58520590,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-28T09:09:36+08:00
58520542,force_push_code,zhaosida_hw,强制推送 了代码,2021-10-28T09:08:58+08:00
58503308,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-10-27T18:52:48+08:00
58503306,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T18:52:47+08:00
58503099,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-10-27T18:50:30+08:00
58502995,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-10-27T18:49:31+08:00
58502993,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-10-27T18:49:30+08:00
53695972,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-09-01T20:27:00+08:00
53695971,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-01T20:27:00+08:00
53623112,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-01T15:57:23+08:00
53623100,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-09-01T15:57:22+08:00
53622920,force_push_code,kzx2020,强制推送 了代码,2021-09-01T15:56:26+08:00
53622254,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-failed
      
标签",2021-09-01T15:53:25+08:00
53622252,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-01T15:53:25+08:00
53621887,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-01T15:51:33+08:00
53619616,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-09-01T15:41:08+08:00
53619615,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-09-01T15:41:08+08:00
54774756,push_code,zhangjie11ee,推送了代码,2021-09-13T16:54:37+08:00
54774464,push_code,zhangjie11ee,推送了代码,2021-09-13T16:53:30+08:00
54774427,push_code,zhangjie11ee,推送了代码,2021-09-13T16:53:21+08:00
54773975,push_code,zhangjie11ee,推送了代码,2021-09-13T16:51:16+08:00
54773890,push_code,zhangjie11ee,推送了代码,2021-09-13T16:50:57+08:00
54773806,push_code,zhangjie11ee,推送了代码,2021-09-13T16:50:39+08:00
54770943,push_code,zhangjie11ee,推送了代码,2021-09-13T16:39:01+08:00
54770619,push_code,zhangjie11ee,推送了代码,2021-09-13T16:37:38+08:00
54770324,push_code,zhangjie11ee,推送了代码,2021-09-13T16:35:54+08:00
54769649,push_code,zhangjie11ee,推送了代码,2021-09-13T16:33:02+08:00
54769060,push_code,zhangjie11ee,推送了代码,2021-09-13T16:31:43+08:00
54763567,add_label,I-am-a-robot,"添加了      
        &nbsp;
        mindspore-cla/yes
      
标签",2021-09-13T16:05:06+08:00
54763566,add_label,I-am-a-robot,"添加了      
        &nbsp;
        stat/needs-squash
      
标签",2021-09-13T16:05:05+08:00
54763545,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-09-13T16:05:02+08:00
55973121,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-09-26T09:38:19+08:00
55973120,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-26T09:38:19+08:00
55972646,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-26T09:35:58+08:00
55972361,force_push_code,uestc_dengjian_0,强制推送 了代码,2021-09-26T09:35:52+08:00
55972377,add_label,I-am-a-robot,"添加了      
        &nbsp;
        can-review
      
标签",2021-09-26T09:34:29+08:00
55972368,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        lgtm
      
标签",2021-09-26T09:34:28+08:00
55969772,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        can-review
      
标签",2021-09-26T09:20:23+08:00
55969769,add_label,I-am-a-robot,"添加了      
        &nbsp;
        lgtm
      
标签",2021-09-26T09:20:22+08:00
55803698,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-09-23T23:21:23+08:00
55803697,force_push_code,uestc_dengjian_0,强制推送 了代码,2021-09-23T23:21:20+08:00
55788438,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-09-23T19:35:48+08:00
55788436,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-23T19:35:46+08:00
55788234,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-23T19:33:55+08:00
55787851,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-09-23T19:30:47+08:00
55787849,force_push_code,uestc_dengjian_0,强制推送 了代码,2021-09-23T19:30:45+08:00
55669246,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-09-22T21:11:03+08:00
55669241,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-22T21:11:01+08:00
55669116,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-22T21:08:49+08:00
55669030,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-09-22T21:07:31+08:00
55669019,force_push_code,uestc_dengjian_0,强制推送 了代码,2021-09-22T21:07:30+08:00
55668743,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-09-22T21:03:47+08:00
55668742,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-22T21:03:45+08:00
55668706,force_push_code,uestc_dengjian_0,强制推送 了代码,2021-09-22T21:03:05+08:00
55668626,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-running
      
标签",2021-09-22T21:01:35+08:00
55668608,remove_label,I-am-a-robot,"移除了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-09-22T21:00:59+08:00
55668607,force_push_code,uestc_dengjian_0,强制推送 了代码,2021-09-22T21:00:58+08:00
55668558,add_label,I-am-a-robot,"添加了      
        &nbsp;
        ci-pipeline-passed
      
标签",2021-09-22T20:59:46+08:00
